sample_id,cell_line,drug,dosage,split
CPC016_HT29_6H:BRD-K24675965-001-02-5:10,HT29,Brc1ccc(NC(=O)N2NC(=O)[C@H]([C@@H]2c2ccccc2)c2ccccc2)cc1,1.04139268515823,train
CPC018_HT29_6H:BRD-K31792052-004-01-9:10,HT29,Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2,1.04139268515823,test
CPC018_HT29_6H:BRD-K31843556-001-01-7:10,HT29,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1,1.04139268515823,train
CPC018_HT29_6H:BRD-K33864865-001-01-7:10,HT29,CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,1.04139268515823,train
CPC018_HT29_6H:BRD-K34608650-001-01-6:10,HT29,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1,1.04139268515823,train
CPC017_HT29_6H:BRD-K35559145-050-03-6:10,HT29,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,1.04139268515823,train
CPC016_HT29_6H:BRD-K37312348-001-06-9:10,HT29,Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1,1.04139268515823,train
CPC017_HT29_6H:BRD-K43330982-001-01-5:10,HT29,CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12,1.04139268515823,train
CPC016_HT29_6H:BRD-K47598052-001-06-7:10,HT29,Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C,1.04139268515823,train
CPC017_HT29_6H:BRD-K47639036-003-03-3:10,HT29,Cc1c(oc2c(cccc2c1=O)C(=O)OCCN1CCCCC1)-c1ccccc1,1.04139268515823,train
CPC016_HT29_6H:BRD-K49671696-045-03-6:10,HT29,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1.04139268515823,train
CPC017_HT29_6H:BRD-K50018155-003-01-3:10,HT29,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1,1.04139268515823,train
CPC018_HT29_6H:BRD-K50388907-001-15-5:10,HT29,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,1.04139268515823,test
CPC017_HT29_6H:BRD-K51918615-303-01-1:10,HT29,Ic1ccc(CCNC(=N)SCCCc2c[nH]cn2)cc1,1.04139268515823,train
CPC016_HT29_6H:BRD-K53913732-001-01-8:10,HT29,CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1,1.04139268515823,train
CPC016_HT29_6H:BRD-K54330070-001-07-1:10,HT29,Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,1.04139268515823,test
CPC017_HT29_6H:BRD-K60298136-001-01-7:10,HT29,COC(=O)c1csc(n1)C(=O)c2c[nH]c3ccccc23,1.04139268515823,test
CPC017_HT29_6H:BRD-K61097567-001-03-6:10,HT29,COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1,1.04139268515823,train
CPC017_HT29_6H:BRD-K67298865-001-03-3:10,HT29,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1,1.04139268515823,train
CPC018_HT29_6H:BRD-K69195780-001-01-5:10,HT29,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,1.04139268515823,train
CPC018_HT29_6H:BRD-K75641298-001-01-5:10,HT29,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1.04139268515823,train
CPC018_HT29_6H:BRD-K76617868-003-03-6:10,HT29,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,1.04139268515823,train
CPC016_HT29_6H:BRD-K76775527-001-15-3:10,HT29,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O,1.04139268515823,train
CPC018_HT29_6H:BRD-K77641333-003-15-6:10,HT29,C(C1=NCCN1)c1cccc2ccccc12,1.04139268515823,train
CPC016_HT29_6H:BRD-K79684402-300-01-0:10,HT29,Cc1ncc(CN2CCC(=CC2)c2ccccc2)c(N)n1,1.04139268515823,train
CPC018_HT29_6H:BRD-K82983861-001-01-9:10,HT29,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F,1.04139268515823,train
CPC016_HT29_6H:BRD-K86727142-001-06-6:10,HT29,CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O,1.04139268515823,train
CPC016_HT29_6H:BRD-K87048468-003-01-9:10,HT29,COc1cc(OC)c(cc1NS(=O)(=O)c1ccc(cc1)C(F)(F)F)C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,1.04139268515823,test
CPC016_HT29_6H:BRD-K90789829-003-03-3:10,HT29,CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1,1.04139268515823,train
CPC018_HT29_6H:BRD-K91263825-001-03-6:10,HT29,CNCCC=C1c2ccccc2CCc2ccccc12,1.04139268515823,train
CPC018_HT29_6H:BRD-K92778217-001-17-8:10,HT29,Cc1cccc(Nc2ccccc2C(O)=O)c1C,1.04139268515823,train
CPC018_HT29_6H:BRD-K10705233-001-01-4:10,HT29,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1,1.04139268515823,train
CPC015_HT29_6H:BRD-K22503835-001-06-0:10,HT29,ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23,1.04139268515823,train
CPC018_HT29_6H:BRD-K25906698-303-01-9:10,HT29,C(C1CCNCC1)c1c[nH]cn1,1.04139268515823,train
CPC016_HT29_6H:BRD-K37618799-001-01-4:10,HT29,Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,1.04139268515823,train
CPC018_HT29_6H:BRD-K65285700-001-01-5:10,HT29,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c1,1.04139268515823,train
CPC016_HT29_6H:BRD-K67537649-001-01-1:10,HT29,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,1.04139268515823,test
CPC016_HT29_6H:BRD-K67831364-003-01-7:10,HT29,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O,1.04139268515823,train
CPC006_HT29_6H:BRD-K12502280-001-01-5:11.1,HT29,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,1.04139268515823,test
CPC006_HT29_6H:BRD-K19295594-001-08-5:11.1,HT29,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,1.04139268515823,train
CPC006_HT29_6H:BRD-K85606544-001-01-8:10,HT29,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,1.04139268515823,test
CPC008_HT29_6H:BRD-K44432556-001-03-0:10,HT29,C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1,1.04139268515823,test
CPC017_HT29_6H:BRD-A71262238-001-04-3:10,HT29,CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC,1.04139268515823,train
CPC010_HT29_6H:BRD-K28912512-001-18-2:10,HT29,NC(=O)c1cccnc1,1.04139268515823,train
CPC010_HT29_6H:BRD-K31471398-311-04-6:10,HT29,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,1.04139268515823,train
CPC018_HT29_6H:BRD-K39339537-001-03-8:10,HT29,COc1cc(C)nn1-c1nc(C)cc(OC)n1,1.04139268515823,train
CPC010_HT29_6H:BRD-K54314721-001-06-0:10,HT29,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1.04139268515823,test
CPC014_HT29_6H:BRD-A39052811-377-01-4:10,HT29,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,1.04139268515823,train
CPC016_HT29_6H:BRD-K21283037-003-06-2:10,HT29,Nc1nc2ccc(OC(F)(F)F)cc2s1,1.04139268515823,train
CPC015_HT29_6H:BRD-K45158365-001-05-6:10,HT29,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,1.04139268515823,train
CPC015_HT29_6H:BRD-K52662033-003-14-7:10,HT29,CCN(CC)CC(=O)Nc1c(C)cccc1C,1.04139268515823,test
CPC015_HT29_6H:BRD-K57033106-048-03-6:10,HT29,CN(C)CCN(Cc1ccccc1)c1ccccn1,1.04139268515823,train
CPC013_HT29_6H:BRD-K09485525-001-01-3:10,HT29,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,1.04139268515823,train
CPC013_HT29_6H:BRD-K11663430-001-01-5:10,HT29,ONC(=O)CCCCCCC(=O)Nc1cccnc1,1.04139268515823,train
CPC013_HT29_6H:BRD-K13390322-001-01-4:10,HT29,Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,1.04139268515823,test
CPC013_HT29_6H:BRD-K15600710-066-01-7:10,HT29,COC1=CC(=N\C\1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1,1.04139268515823,train
CPC014_HT29_6H:BRD-K16478699-001-02-7:10,HT29,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,1.04139268515823,train
CPC013_HT29_6H:BRD-K19540840-001-01-1:10,HT29,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1,1.04139268515823,train
CPC013_HT29_6H:BRD-K24681473-004-01-4:10,HT29,COCC[n+]1c(C)n(Cc2cnccn2)c2c1C(=O)c1ccccc1C2=O,1.04139268515823,test
CPC013_HT29_6H:BRD-K28120222-001-05-0:10,HT29,C\C1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,1.04139268515823,train
CPC013_HT29_6H:BRD-K29905972-001-03-0:10,HT29,CNC(=O)c1ccccc1Sc1ccc2c(\C=C\c3ccccn3)n[nH]c2c1,1.04139268515823,train
CPC013_HT29_6H:BRD-K31553034-001-01-4:10,HT29,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(cc1)-c1nnco1,1.04139268515823,test
CPC013_HT29_6H:BRD-K56334280-001-01-0:10,HT29,CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23,1.04139268515823,train
CPC013_HT29_6H:BRD-K63068307-001-01-4:10,HT29,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1,1.04139268515823,test
CPC013_HT29_6H:BRD-K66175015-001-01-7:10,HT29,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1.04139268515823,test
CPC013_HT29_6H:BRD-K76908866-001-02-7:10,HT29,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,1.04139268515823,test
CPC013_HT29_6H:BRD-K79090631-001-15-7:10,HT29,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2,1.04139268515823,train
CPC013_HT29_6H:BRD-K87909389-001-01-2:10,HT29,CN1CC[C@@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl,1.04139268515823,train
CPC013_HT29_6H:BRD-K89162000-001-02-3:10,HT29,COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1,1.04139268515823,train
CPC013_HT29_6H:BRD-K92428232-001-01-5:10,HT29,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F,1.04139268515823,train
CPC014_HT29_6H:BRD-K97764662-001-09-0:10,HT29,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,1.04139268515823,train
CPC014_HT29_6H:BRD-K99616396-001-01-0:10,HT29,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12,1.04139268515823,train
CPC014_HT29_6H:BRD-A45498368-001-02-2:10,HT29,CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1,1.04139268515823,test
CPC014_HT29_6H:BRD-K01253243-001-01-4:10,HT29,CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N\O)c1)-c1ccncc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K01436366-001-02-4:10,HT29,COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K01493881-001-19-5:10,HT29,Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,1.04139268515823,train
CPC014_HT29_6H:BRD-K04923131-001-06-3:10,HT29,O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12,1.04139268515823,test
CPC014_HT29_6H:BRD-K05804044-001-01-1:10,HT29,Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1,1.04139268515823,test
CPC014_HT29_6H:BRD-K05977823-001-01-2:10,HT29,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K07265709-003-01-5:10,HT29,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1.04139268515823,test
CPC014_HT29_6H:BRD-K13087974-001-01-7:10,HT29,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12,1.04139268515823,test
CPC014_HT29_6H:BRD-K13514097-001-01-2:10,HT29,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,1.04139268515823,train
CPC014_HT29_6H:BRD-K13566078-003-01-1:10,HT29,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12,1.04139268515823,train
CPC014_HT29_6H:BRD-K14681867-015-01-6:10,HT29,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N,1.04139268515823,train
CPC014_HT29_6H:BRD-K14880289-001-01-4:10,HT29,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F,1.04139268515823,train
CPC014_HT29_6H:BRD-K16485616-001-03-0:10,HT29,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K18135438-001-08-4:10,HT29,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.04139268515823,train
CPC014_HT29_6H:BRD-K23192422-001-01-1:10,HT29,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13,1.04139268515823,train
CPC014_HT29_6H:BRD-K25311561-001-03-2:10,HT29,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K26674531-001-01-3:10,HT29,C\C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.04139268515823,train
CPC014_HT29_6H:BRD-K29582115-311-02-0:10,HT29,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12,1.04139268515823,train
CPC014_HT29_6H:BRD-K36529613-001-01-8:10,HT29,CC(C)NCCCn1c(Sc2cc3OCOc3cc2I)nc2c(N)ncnc12,1.04139268515823,train
CPC018_HT29_6H:BRD-K37846922-001-04-5:10,HT29,C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,1.04139268515823,train
CPC014_HT29_6H:BRD-K40175214-001-01-7:10,HT29,CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K41170226-001-05-4:10,HT29,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1.04139268515823,train
CPC014_HT29_6H:BRD-K43164539-001-05-7:10,HT29,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1.04139268515823,train
CPC014_HT29_6H:BRD-K48722833-001-01-9:10,HT29,COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(F)ccc12)C(C)=O,1.04139268515823,train
CPC014_HT29_6H:BRD-K50140147-001-01-0:10,HT29,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K50168500-001-01-2:10,HT29,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,1.04139268515823,train
CPC014_HT29_6H:BRD-K50720187-050-04-1:10,HT29,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.04139268515823,train
CPC014_HT29_6H:BRD-K51313569-001-02-9:10,HT29,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,1.04139268515823,train
CPC014_HT29_6H:BRD-K52751261-001-01-2:10,HT29,CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K52911425-001-02-3:10,HT29,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K53561341-001-02-6:10,HT29,CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1,1.04139268515823,test
CPC014_HT29_6H:BRD-K53972329-001-02-1:10,HT29,N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,1.04139268515823,train
CPC014_HT29_6H:BRD-K56957086-001-04-8:10,HT29,OCCN(CCc1c[nH]c2ccccc12)Cc1ccc(\C=C\C(=O)NO)cc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K64800655-001-01-7:10,HT29,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,1.04139268515823,train
CPC014_HT29_6H:BRD-K64857848-001-02-3:10,HT29,COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCN(C)CC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K66956375-001-05-5:10,HT29,CCCCCCCC\C=C/CCCCCCCC(=O)NCCO,1.04139268515823,train
CPC014_HT29_6H:BRD-K68174511-001-01-7:10,HT29,Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K70401845-001-02-5:10,HT29,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1.04139268515823,train
CPC014_HT29_6H:BRD-K71035033-001-01-4:10,HT29,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,1.04139268515823,test
CPC014_HT29_6H:BRD-K72420232-001-02-4:10,HT29,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K73293050-001-01-5:10,HT29,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K74514084-003-01-9:10,HT29,CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1,1.04139268515823,train
CPC014_HT29_6H:BRD-K77008974-001-01-6:10,HT29,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1,1.04139268515823,train
CPC014_HT29_6H:BRD-K77286328-001-02-9:10,HT29,C1CCC(CC1)Nc2nc(Nc3ccc(cc3)N4CCOCC4)nc5[nH]cnc25,1.04139268515823,test
CPC014_HT29_6H:BRD-K78431006-001-02-9:10,HT29,C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,1.04139268515823,train
CPC014_HT29_6H:BRD-K79404599-001-03-6:10,HT29,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12,1.04139268515823,train
CPC014_HT29_6H:BRD-K79437791-001-03-2:10,HT29,CC(=O)N[C@@H](CSC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=O,1.04139268515823,train
CPC014_HT29_6H:BRD-K82091397-001-01-4:10,HT29,COc1nccc(n1)-c1c(ncn1[C@H]1CC[C@H](O)CC1)-c1ccc(F)cc1,1.04139268515823,train
CPC014_HT29_6H:BRD-K83794624-001-01-7:10,HT29,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1.04139268515823,test
CPC014_HT29_6H:BRD-K85402309-001-01-7:10,HT29,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,1.04139268515823,train
CPC014_HT29_6H:BRD-K86930074-001-01-9:10,HT29,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,1.04139268515823,train
CPC014_HT29_6H:BRD-K89014967-001-01-9:10,HT29,OC[C@@H](O)CNC(=O)c1ccncc1Nc1ccc(I)cc1F,1.04139268515823,train
CPC014_HT29_6H:BRD-K91900765-001-01-9:10,HT29,Fc1ccc(Sc2ccc3c(-c4c(Cl)cccc4Cl)c(=O)ncn3n2)c(F)c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K93331255-001-01-2:10,HT29,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1.04139268515823,train
CPC014_HT29_6H:BRD-K93918653-001-01-4:10,HT29,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,1.04139268515823,train
CPC014_HT29_6H:BRD-K94294671-003-01-3:10,HT29,COc1cccc2cc([nH]c12)-c1nc([C@@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12,1.04139268515823,train
CPC014_HT29_6H:BRD-K95901403-001-01-1:10,HT29,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1ccc2nsnc2c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K98684188-001-01-1:10,HT29,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC,1.04139268515823,test
CPC014_HT29_6H:BRD-K99749624-001-01-3:10,HT29,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,1.04139268515823,train
CPC014_HT29_6H:BRD-K99964838-001-03-6:10,HT29,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,1.04139268515823,test
CPC014_HT29_6H:BRD-M64432851-001-01-9:10,HT29,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,1.04139268515823,train
CPC019_HT29_6H:BRD-K92817986-001-01-7:10,HT29,Clc1ccc(Cl)c(SCC(=O)N\N=C\c2ccc[nH]2)c1,1.04139268515823,test
CPC018_HT29_6H:BRD-K50398167-236-12-8:10,HT29,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,1.04139268515823,test
CPC020_HT29_6H:BRD-K68264559-001-09-2:10,HT29,Brc1c(NC2=NCCN2)ccc2nccnc12,1.04139268515823,train
CPC014_HT29_6H:BRD-K76723084-001-15-8:10,HT29,CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C/C(O)=O,1.04139268515823,train
CPC020_HT29_6H:BRD-K90027355-001-10-9:10,HT29,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12,1.04139268515823,test
CPC011_HT29_6H:BRD-A81233518-004-13-8:10,HT29,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)c1ccccc1,1.04139268515823,train
CPC011_HT29_6H:BRD-K04111260-001-08-4:10,HT29,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,1.04139268515823,train
CPC017_HT29_6H:BRD-K78692225-001-11-2:10,HT29,Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F,1.04139268515823,train
CPC018_HT29_6H:BRD-A36267905-003-12-7:10,HT29,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,1.04139268515823,train
CPC018_HT29_6H:BRD-K08806317-050-03-6:10,HT29,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1.04139268515823,test
CPC016_HT29_6H:BRD-K28453807-003-05-4:10,HT29,CCN(CC)CCOC(=O)C1(CCCC1)c1ccc(cc1)[N+]([O-])=O,1.04139268515823,train
CPC020_HT29_6H:BRD-K43887077-003-20-6:10,HT29,NCCc1ccc(O)c(O)c1,1.04139268515823,test
